splicing_case	sample_id	control_id	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
SE	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	924	7	NA	NA	200	100	NA	NA	0.985	NA	NA
SE	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	81	117	NA	NA	191	100	NA	NA	0.266	NA	NA
SE	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	479	1	NA	NA	200	100	NA	NA	0.996	NA	NA
A3SS	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	195	2	NA	NA	300	150	NA	NA	0.98	NA	NA
RI	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	25	166	NA	NA	300	150	NA	NA	0.07	NA	NA
RI	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	58	65	NA	NA	300	150	NA	NA	0.309	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	313	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	158	2	NA	NA	245	150	NA	NA	0.98	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	336	2	NA	NA	300	150	NA	NA	0.988	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	345	2	NA	NA	300	150	NA	NA	0.9890000000000001	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	194	65	NA	NA	241	150	NA	NA	0.65	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	395	2	NA	NA	300	150	NA	NA	0.99	NA	NA
RI	BS_KBT7MQ6H	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	48	129	NA	NA	300	150	NA	NA	0.157	NA	NA
RI	BS_KBT7MQ6H	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	241	41	NA	NA	300	150	NA	NA	0.746	NA	NA
SE	BS_KBT7MQ6H	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	420	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_KBT7MQ6H	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	311	41	NA	NA	241	150	NA	NA	0.825	NA	NA
SE	BS_KBT7MQ6H	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	788	6	NA	NA	300	150	NA	NA	0.985	NA	NA
RI	BS_ARBQDTT5	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	16	66	NA	NA	300	150	NA	NA	0.10800000000000001	NA	NA
RI	BS_ARBQDTT5	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	121	27	NA	NA	300	150	NA	NA	0.691	NA	NA
SE	BS_ARBQDTT5	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	147	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_ARBQDTT5	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	41	27	NA	NA	241	150	NA	NA	0.486	NA	NA
SE	BS_ARBQDTT5	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	218	4	NA	NA	300	150	NA	NA	0.965	NA	NA
A3SS	BS_D0RDN4K5	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	161	1	NA	NA	300	150	NA	NA	0.988	NA	NA
RI	BS_D0RDN4K5	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	12	7	NA	NA	300	150	NA	NA	0.462	NA	NA
RI	BS_D0RDN4K5	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	59	8	NA	NA	300	150	NA	NA	0.787	NA	NA
SE	BS_D0RDN4K5	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	68	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_D0RDN4K5	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	160	1	NA	NA	300	150	NA	NA	0.988	NA	NA
SE	BS_D0RDN4K5	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	194	8	NA	NA	241	150	NA	NA	0.938	NA	NA
SE	BS_D0RDN4K5	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	377	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_M807A6K2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	427	10	NA	NA	300	150	NA	NA	0.955	NA	NA
MXE	BS_M807A6K2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	110	134	NA	NA	233	230	NA	NA	0.44799999999999995	NA	NA
RI	BS_M807A6K2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	48	291	NA	NA	300	150	NA	NA	0.076	NA	NA
RI	BS_M807A6K2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	135	112	NA	NA	300	150	NA	NA	0.376	NA	NA
SE	BS_M807A6K2	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	549	1	NA	NA	230	150	NA	NA	0.997	NA	NA
SE	BS_M807A6K2	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	524	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_M807A6K2	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	689	10	NA	NA	300	150	NA	NA	0.972	NA	NA
SE	BS_M807A6K2	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	250	112	NA	NA	241	150	NA	NA	0.581	NA	NA
SE	BS_M807A6K2	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	547	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_AHEFXG7W	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	351	5	NA	NA	300	150	NA	NA	0.972	NA	NA
RI	BS_AHEFXG7W	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	44	269	NA	NA	300	150	NA	NA	0.076	NA	NA
RI	BS_AHEFXG7W	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	133	89	NA	NA	300	150	NA	NA	0.428	NA	NA
SE	BS_AHEFXG7W	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	478	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_AHEFXG7W	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	595	5	NA	NA	300	150	NA	NA	0.983	NA	NA
SE	BS_AHEFXG7W	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	683	1	NA	NA	267	150	NA	NA	0.997	NA	NA
SE	BS_AHEFXG7W	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	438	89	NA	NA	241	150	NA	NA	0.754	NA	NA
SE	BS_AHEFXG7W	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	652	5	NA	NA	300	150	NA	NA	0.985	NA	NA
RI	BS_XM1AHBDJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	1	119	NA	NA	200	100	NA	NA	0.004	NA	NA
RI	BS_XM1AHBDJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	23	43	NA	NA	200	100	NA	NA	0.21100000000000002	NA	NA
SE	BS_XM1AHBDJ	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	697	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_XM1AHBDJ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	19	43	NA	NA	191	100	NA	NA	0.188	NA	NA
SE	BS_XM1AHBDJ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	70	0	NA	NA	200	100	NA	NA	1	NA	NA
A5SS	BS_KDSTG5YY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	225	1	NA	NA	300	150	NA	NA	0.991	NA	NA
RI	BS_KDSTG5YY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	24	163	NA	NA	300	150	NA	NA	0.069	NA	NA
RI	BS_KDSTG5YY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	114	23	NA	NA	300	150	NA	NA	0.713	NA	NA
SE	BS_KDSTG5YY	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	318	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_KDSTG5YY	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	309	1	NA	NA	245	150	NA	NA	0.995	NA	NA
SE	BS_KDSTG5YY	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	212	23	NA	NA	241	150	NA	NA	0.852	NA	NA
SE	BS_KDSTG5YY	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	470	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_B4R7X1KE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	21	147	NA	NA	300	150	NA	NA	0.067	NA	NA
RI	BS_B4R7X1KE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	227	75	NA	NA	300	150	NA	NA	0.602	NA	NA
SE	BS_B4R7X1KE	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	521	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_B4R7X1KE	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	759	2	NA	NA	267	150	NA	NA	0.995	NA	NA
SE	BS_B4R7X1KE	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	279	75	NA	NA	241	150	NA	NA	0.698	NA	NA
SE	BS_B4R7X1KE	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1070	23	NA	NA	300	150	NA	NA	0.9590000000000001	NA	NA
A3SS	BS_EMMF4PZX	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	940	2	NA	NA	300	150	NA	NA	0.996	NA	NA
RI	BS_EMMF4PZX	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	86	315	NA	NA	300	150	NA	NA	0.12	NA	NA
RI	BS_EMMF4PZX	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	401	46	NA	NA	300	150	NA	NA	0.813	NA	NA
SE	BS_EMMF4PZX	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	476	2	NA	NA	230	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_EMMF4PZX	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1117	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_EMMF4PZX	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1175	2	NA	NA	300	150	NA	NA	0.997	NA	NA
SE	BS_EMMF4PZX	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1162	46	NA	NA	241	150	NA	NA	0.94	NA	NA
SE	BS_EMMF4PZX	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	2006	13	NA	NA	300	150	NA	NA	0.987	NA	NA
A3SS	BS_C41DJZ1F	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	290	2	NA	NA	300	150	NA	NA	0.986	NA	NA
A5SS	BS_C41DJZ1F	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	186	2	NA	NA	300	150	NA	NA	0.9790000000000001	NA	NA
MXE	BS_C41DJZ1F	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857717	200857884	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	248	137	NA	NA	300	245	NA	NA	0.597	NA	NA
RI	BS_C41DJZ1F	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	62	96	NA	NA	300	150	NA	NA	0.244	NA	NA
RI	BS_C41DJZ1F	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	220	8	NA	NA	300	150	NA	NA	0.932	NA	NA
SE	BS_C41DJZ1F	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	345	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_C41DJZ1F	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	231	2	NA	NA	245	150	NA	NA	0.986	NA	NA
SE	BS_C41DJZ1F	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	342	2	NA	NA	300	150	NA	NA	0.988	NA	NA
SE	BS_C41DJZ1F	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	234	8	NA	NA	241	150	NA	NA	0.948	NA	NA
SE	BS_C41DJZ1F	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	635	2	NA	NA	300	150	NA	NA	0.9940000000000001	NA	NA
A3SS	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	226	6	NA	NA	300	150	NA	NA	0.95	NA	NA
A5SS	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	198	5	NA	NA	300	150	NA	NA	0.9520000000000001	NA	NA
MXE	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856681	200856811	200856890	200856985	NA	NA	200854615	200854695	200857717	200857884	NA	NA	NA	NA	NA	NA	103	5	NA	NA	245	280	NA	NA	0.9590000000000001	NA	NA
MXE	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857717	200857884	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	209	142	NA	NA	300	245	NA	NA	0.546	NA	NA
MXE	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200857717	200857884	200857972	200858089	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	268	144	NA	NA	267	300	NA	NA	0.6759999999999999	NA	NA
RI	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	38	142	NA	NA	300	150	NA	NA	0.11800000000000001	NA	NA
RI	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	111	73	NA	NA	300	150	NA	NA	0.43200000000000005	NA	NA
SE	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	258	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200854615	200854695	200856890	200856985	NA	NA	NA	NA	NA	NA	173	4	NA	NA	280	150	NA	NA	0.9590000000000001	NA	NA
SE	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	278	5	NA	NA	245	150	NA	NA	0.971	NA	NA
SE	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	346	6	NA	NA	300	150	NA	NA	0.966	NA	NA
SE	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	465	2	NA	NA	267	150	NA	NA	0.992	NA	NA
SE	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	298	73	NA	NA	241	150	NA	NA	0.718	NA	NA
SE	BS_B1C6GZ84	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	574	4	NA	NA	300	150	NA	NA	0.986	NA	NA
A3SS	BS_S6B9DVNS	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	401	2	NA	NA	200	100	NA	NA	0.99	NA	NA
A5SS	BS_S6B9DVNS	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	337	2	NA	NA	200	100	NA	NA	0.988	NA	NA
MXE	BS_S6B9DVNS	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	171	183	NA	NA	183	180	NA	NA	0.479	NA	NA
MXE	BS_S6B9DVNS	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857717	200857884	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	351	256	NA	NA	200	195	NA	NA	0.5720000000000001	NA	NA
RI	BS_S6B9DVNS	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	113	215	NA	NA	200	100	NA	NA	0.20800000000000002	NA	NA
RI	BS_S6B9DVNS	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	312	14	NA	NA	200	100	NA	NA	0.9179999999999999	NA	NA
SE	BS_S6B9DVNS	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	510	4	NA	NA	180	100	NA	NA	0.986	NA	NA
SE	BS_S6B9DVNS	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	494	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_S6B9DVNS	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	469	2	NA	NA	195	100	NA	NA	0.992	NA	NA
